Time,Data1,Data2,Data3
2021-3-4-22-1-5,57,31,3
2021-3-4-22-1-6,58,31,5
2021-3-4-22-1-7,58,29,2
2021-3-4-22-1-8,56,31,2
2021-3-4-22-1-9,55,32,1
2021-3-4-22-1-10,52,30,1
2021-3-4-22-1-11,52,29,0
2021-3-4-22-1-12,49,31,3
2021-3-4-22-1-13,49,32,5
2021-3-4-22-1-14,46,31,3
2021-3-4-22-1-15,44,31,2
2021-3-4-22-1-16,44,32,1
2021-3-4-22-1-17,44,29,2
2021-3-4-22-1-18,41,29,0
2021-3-4-22-1-19,38,31,3
2021-3-4-22-1-20,36,32,2
2021-3-4-22-1-21,34,33,4
2021-3-4-22-1-22,31,35,1
2021-3-4-22-1-23,30,34,0
2021-3-4-22-1-24,30,36,1
2021-3-4-22-1-25,28,39,0
2021-3-4-22-1-26,26,40,1
2021-3-4-22-1-27,23,43,1
2021-3-4-22-1-28,20,42,1
2021-3-4-22-1-29,19,40,0
2021-3-4-22-1-30,17,43,2
2021-3-4-22-1-31,19,46,1
2021-3-4-22-1-32,22,44,0
2021-3-4-22-1-33,19,41,1
2021-3-4-22-1-34,20,44,2
2021-3-4-22-1-35,18,42,1
2021-3-4-22-1-36,18,42,3
2021-3-4-22-1-37,18,40,2
2021-3-4-22-1-38,16,40,3
2021-3-4-22-1-39,13,39,2
2021-3-4-22-1-40,10,42,0
2021-3-4-22-1-41,9,41,1
2021-3-4-22-1-42,9,44,4
2021-3-4-22-1-43,9,42,1
2021-3-4-22-1-44,12,41,0
2021-3-4-22-1-45,14,41,2
2021-3-4-22-1-46,16,39,0
2021-3-4-22-1-47,18,41,1
2021-3-4-22-1-48,21,39,0
2021-3-4-22-1-49,21,39,1
2021-3-4-22-1-50,23,42,4
2021-3-4-22-1-51,20,42,3
2021-3-4-22-1-52,17,45,6
2021-3-4-22-1-53,15,42,9
2021-3-4-22-1-54,14,39,10
2021-3-4-22-1-55,12,36,7
2021-3-4-22-1-56,13,36,5
2021-3-4-22-1-57,10,34,8
2021-3-4-22-1-58,12,35,11
2021-3-4-22-1-59,14,37,9
2021-3-4-22-2-0,17,35,6
2021-3-4-22-2-1,14,38,7
2021-3-4-22-2-2,16,40,10
2021-3-4-22-2-3,16,42,9
2021-3-4-22-2-4,17,44,10
2021-3-4-22-2-5,18,45,7
2021-3-4-22-2-6,19,43,10
2021-3-4-22-2-7,22,41,10
2021-3-4-22-2-8,24,42,9
2021-3-4-22-2-9,23,43,8
2021-3-4-22-2-10,22,41,6
2021-3-4-22-2-11,21,38,4
2021-3-4-22-2-12,23,35,4
2021-3-4-22-2-13,22,36,6
2021-3-4-22-2-14,24,36,5
2021-3-4-22-2-15,27,38,5
2021-3-4-22-2-16,30,39,8
2021-3-4-22-2-17,28,39,9
2021-3-4-22-2-18,31,39,12
2021-3-4-22-2-19,32,42,11
2021-3-4-22-2-20,35,43,13
2021-3-4-22-2-21,32,41,10
2021-3-4-22-2-22,32,41,9
2021-3-4-22-2-23,34,44,6
2021-3-4-22-2-24,32,47,6
2021-3-4-22-2-25,32,48,5
2021-3-4-22-2-26,30,48,4
2021-3-4-22-2-27,30,50,2
2021-3-4-22-2-28,28,51,0
2021-3-4-22-2-29,25,49,1
2021-3-4-22-2-30,25,50,3
2021-3-4-22-2-31,28,52,6
2021-3-4-22-2-32,28,51,3
2021-3-4-22-2-33,26,52,5
2021-3-4-22-2-34,25,49,8
2021-3-4-22-2-35,28,48,8
2021-3-4-22-2-36,31,49,11
2021-3-4-22-2-37,29,52,13
2021-3-4-22-2-38,31,53,11
2021-3-4-22-2-39,30,52,11
2021-3-4-22-2-40,32,53,14
2021-3-4-22-2-41,34,53,17
2021-3-4-22-2-42,35,53,17
2021-3-4-22-2-43,38,55,18
2021-3-4-22-2-44,40,52,17
2021-3-4-22-2-45,40,51,16
2021-3-4-22-2-46,38,49,17
2021-3-4-22-2-47,40,48,18
2021-3-4-22-2-48,43,47,19
2021-3-4-22-2-49,44,45,19
2021-3-4-22-2-50,42,45,17
2021-3-4-22-2-51,44,47,14
2021-3-4-22-2-52,46,46,13
2021-3-4-22-2-53,49,45,11
2021-3-4-22-2-54,48,45,13
2021-3-4-22-2-55,50,48,15
2021-3-4-22-2-56,50,49,17
2021-3-4-22-2-57,47,46,19
2021-3-4-22-2-58,49,49,17
2021-3-4-22-2-59,50,47,16
2021-3-4-22-3-0,50,49,13
2021-3-4-22-3-1,51,52,15
2021-3-4-22-3-2,51,51,12
2021-3-4-22-3-3,50,54,13
2021-3-4-22-3-4,50,52,15
2021-3-4-22-3-5,53,50,13
2021-3-4-22-3-6,56,49,16
2021-3-4-22-3-7,57,48,19
2021-3-4-22-3-8,55,46,21
2021-3-4-22-3-9,53,45,19
2021-3-4-22-3-10,53,48,19
2021-3-4-22-3-11,51,51,18
2021-3-4-22-3-12,48,50,19
2021-3-4-22-3-13,46,51,18
2021-3-4-22-3-14,44,50,19
2021-3-4-22-3-15,41,50,16
2021-3-4-22-3-16,41,51,15
2021-3-4-22-3-17,42,49,14
2021-3-4-22-3-18,41,49,11
2021-3-4-22-3-19,38,50,13
2021-3-4-22-3-20,36,49,11
2021-3-4-22-3-21,33,46,14
2021-3-4-22-3-22,36,46,11
2021-3-4-22-3-23,37,43,9
2021-3-4-22-3-24,36,44,10
2021-3-4-22-3-25,39,42,9
2021-3-4-22-3-26,40,44,8
2021-3-4-22-3-27,39,41,6
2021-3-4-22-3-28,36,39,9
2021-3-4-22-3-29,34,39,7
2021-3-4-22-3-30,31,36,8
2021-3-4-22-3-31,31,33,10
2021-3-4-22-3-32,34,30,12
2021-3-4-22-3-33,31,31,15
2021-3-4-22-3-34,31,31,14
2021-3-4-22-3-35,33,28,11
2021-3-4-22-3-36,32,29,10
2021-3-4-22-3-37,35,26,12
2021-3-4-22-3-38,38,23,15
2021-3-4-22-3-39,36,20,17
2021-3-4-22-3-40,34,19,16
2021-3-4-22-3-41,36,21,18
2021-3-4-22-3-42,34,24,16
2021-3-4-22-3-43,31,21,16
2021-3-4-22-3-44,32,22,19
2021-3-4-22-3-45,31,22,20
2021-3-4-22-3-46,29,23,23
2021-3-4-22-3-47,28,26,26
2021-3-4-22-3-48,27,28,27
2021-3-4-22-3-49,26,25,24
2021-3-4-22-3-50,29,28,27
2021-3-4-22-3-51,26,26,30
2021-3-4-22-3-52,26,27,31
2021-3-4-22-3-53,28,29,30
2021-3-4-22-3-54,27,32,28
2021-3-4-22-3-55,24,29,28
2021-3-4-22-3-56,23,32,29
2021-3-4-22-3-57,20,32,26
2021-3-4-22-3-58,17,35,27
2021-3-4-22-3-59,19,34,26
2021-3-4-22-4-0,20,33,24
2021-3-4-22-4-1,23,34,23
2021-3-4-22-4-2,20,34,21
2021-3-4-22-4-3,23,35,21
2021-3-4-22-4-4,24,33,19
2021-3-4-22-4-5,21,32,16
2021-3-4-22-4-6,24,35,17
2021-3-4-22-4-7,24,35,19
2021-3-4-22-4-8,23,36,18
2021-3-4-22-4-9,24,39,15
2021-3-4-22-4-10,24,37,16
2021-3-4-22-4-11,21,38,17
2021-3-4-22-4-12,21,36,16
2021-3-4-22-4-13,24,38,16
2021-3-4-22-4-14,27,37,16
2021-3-4-22-4-15,24,36,13
2021-3-4-22-4-16,25,36,11
2021-3-4-22-4-17,25,33,11
2021-3-4-22-4-18,24,30,9
2021-3-4-22-4-19,26,33,10
2021-3-4-22-4-20,29,34,11
2021-3-4-22-4-21,27,31,13
2021-3-4-22-4-22,25,29,15
2021-3-4-22-4-23,27,28,14
2021-3-4-22-4-24,24,29,13
2021-3-4-22-4-25,26,30,11
2021-3-4-22-4-26,27,27,13
2021-3-4-22-4-27,30,24,11
2021-3-4-22-4-28,30,27,10
2021-3-4-22-4-29,32,27,12
2021-3-4-22-4-30,31,30,10
2021-3-4-22-4-31,29,31,9
2021-3-4-22-4-32,32,29,8
2021-3-4-22-4-33,33,30,7
2021-3-4-22-4-34,35,29,4
2021-3-4-22-4-35,37,26,1
2021-3-4-22-4-36,36,27,0
2021-3-4-22-4-37,35,30,2
2021-3-4-22-4-38,34,30,5
2021-3-4-22-4-39,32,29,7
2021-3-4-22-4-40,32,31,7
2021-3-4-22-4-41,33,29,10
2021-3-4-22-4-42,34,32,10
2021-3-4-22-4-43,31,31,13
2021-3-4-22-4-44,29,29,14
2021-3-4-22-4-45,28,32,14
2021-3-4-22-4-46,28,33,11
2021-3-4-22-4-47,26,35,8
2021-3-4-22-4-48,28,34,5
2021-3-4-22-4-49,29,36,4
2021-3-4-22-4-50,30,35,2
2021-3-4-22-4-51,30,34,2
2021-3-4-22-4-52,31,36,1
2021-3-4-22-4-53,28,36,2
2021-3-4-22-4-54,27,36,0
2021-3-4-22-4-55,28,39,2
2021-3-4-22-4-56,26,37,0
2021-3-4-22-4-57,28,35,2
2021-3-4-22-4-58,26,35,5
2021-3-4-22-4-59,23,35,6
2021-3-4-22-5-0,22,37,9
2021-3-4-22-5-1,23,37,12
2021-3-4-22-5-2,22,40,14
2021-3-4-22-5-3,19,43,16
2021-3-4-22-5-4,18,42,14
2021-3-4-22-5-5,20,41,14
2021-3-4-22-5-6,20,44,16
2021-3-4-22-5-7,23,47,19
2021-3-4-22-5-8,21,47,17
2021-3-4-22-5-9,23,48,20
2021-3-4-22-5-10,26,48,19
2021-3-4-22-5-11,26,45,20
2021-3-4-22-5-12,29,42,19
2021-3-4-22-5-13,27,43,20
2021-3-4-22-5-14,29,43,18
2021-3-4-22-5-15,32,45,19
2021-3-4-22-5-16,29,43,18
2021-3-4-22-5-17,31,44,16
2021-3-4-22-5-18,34,46,19
2021-3-4-22-5-19,35,46,18
2021-3-4-22-5-20,34,46,19
2021-3-4-22-5-21,35,47,17
2021-3-4-22-5-22,33,47,16
2021-3-4-22-5-23,35,45,18
2021-3-4-22-5-24,38,48,15
2021-3-4-22-5-25,36,46,13
2021-3-4-22-5-26,37,48,13
2021-3-4-22-5-27,36,51,15
2021-3-4-22-5-28,36,54,14
2021-3-4-22-5-29,33,57,15
2021-3-4-22-5-30,31,55,16
2021-3-4-22-5-31,29,57,18
2021-3-4-22-5-32,29,55,21
2021-3-4-22-5-33,28,57,21
2021-3-4-22-5-34,31,59,23
2021-3-4-22-5-35,34,56,25
2021-3-4-22-5-36,31,54,26
2021-3-4-22-5-37,30,55,24
2021-3-4-22-5-38,33,54,24
2021-3-4-22-5-39,32,52,27
2021-3-4-22-5-40,30,52,28
2021-3-4-22-5-41,31,52,28
2021-3-4-22-5-42,34,51,31
2021-3-4-22-5-43,36,52,28
2021-3-4-22-5-44,39,50,30
2021-3-4-22-5-45,41,51,29
2021-3-4-22-5-46,39,51,32
2021-3-4-22-5-47,41,52,35
2021-3-4-22-5-48,43,52,34
2021-3-4-22-5-49,44,55,37
2021-3-4-22-5-50,46,56,37
2021-3-4-22-5-51,44,59,38
2021-3-4-22-5-52,41,60,38
2021-3-4-22-5-53,38,61,40
2021-3-4-22-5-54,39,62,38
2021-3-4-22-5-55,39,62,35
2021-3-4-22-5-56,42,60,37
2021-3-4-22-5-57,39,63,39
2021-3-4-22-5-58,40,63,39
2021-3-4-22-5-59,39,66,38
2021-3-4-22-6-0,40,69,41
2021-3-4-22-6-1,41,66,42
2021-3-4-22-6-2,39,66,41
2021-3-4-22-6-3,38,63,44
2021-3-4-22-6-4,35,61,43
2021-3-4-22-6-5,33,58,42
2021-3-4-22-6-6,32,57,44
2021-3-4-22-6-7,32,54,45
2021-3-4-22-6-8,30,53,43
2021-3-4-22-6-9,33,53,43
2021-3-4-22-6-10,32,51,46
2021-3-4-22-6-11,29,54,48
2021-3-4-22-6-12,32,53,46
2021-3-4-22-6-13,35,51,47
2021-3-4-22-6-14,37,48,49
2021-3-4-22-6-15,34,46,46
2021-3-4-22-6-16,31,47,43
2021-3-4-22-6-17,29,50,41
2021-3-4-22-6-18,28,48,42
2021-3-4-22-6-19,29,46,41
2021-3-4-22-6-20,26,45,43
2021-3-4-22-6-21,23,43,41
2021-3-4-22-6-22,20,43,43
2021-3-4-22-6-23,23,46,45
2021-3-4-22-6-24,20,48,44
2021-3-4-22-6-25,22,48,42
2021-3-4-22-6-26,25,49,43
2021-3-4-22-6-27,22,51,40
2021-3-4-22-6-28,25,54,41
2021-3-4-22-6-29,25,52,41
2021-3-4-22-6-30,27,49,41
2021-3-4-22-6-31,25,47,38
2021-3-4-22-6-32,24,44,40
2021-3-4-22-6-33,24,41,38
2021-3-4-22-6-34,21,43,39
2021-3-4-22-6-35,18,46,42
2021-3-4-22-6-36,17,43,39
2021-3-4-22-6-37,17,43,38
2021-3-4-22-6-38,16,45,36
2021-3-4-22-6-39,15,44,33
2021-3-4-22-6-40,17,42,36
2021-3-4-22-6-41,14,44,36
2021-3-4-22-6-42,15,44,33
2021-3-4-22-6-43,13,42,32
2021-3-4-22-6-44,10,39,31
2021-3-4-22-6-45,10,40,31
2021-3-4-22-6-46,7,42,31
2021-3-4-22-6-47,8,42,30
2021-3-4-22-6-48,9,43,30
2021-3-4-22-6-49,6,44,31
2021-3-4-22-6-50,6,41,30
2021-3-4-22-6-51,3,44,33
2021-3-4-22-6-52,5,43,30
2021-3-4-22-6-53,6,43,33
2021-3-4-22-6-54,4,42,36
2021-3-4-22-6-55,1,42,35
2021-3-4-22-6-56,0,45,32
2021-3-4-22-6-57,2,47,31
2021-3-4-22-6-58,5,48,32
2021-3-4-22-6-59,2,45,33
2021-3-4-22-7-0,1,47,36
2021-3-4-22-7-1,3,49,33
2021-3-4-22-7-2,1,48,35
2021-3-4-22-7-3,3,51,33
2021-3-4-22-7-4,6,50,36
2021-3-4-22-7-5,7,48,39
2021-3-4-22-7-6,6,47,37
2021-3-4-22-7-7,6,46,36
2021-3-4-22-7-8,8,43,37
2021-3-4-22-7-9,7,46,34
2021-3-4-22-7-10,9,45,35
2021-3-4-22-7-11,6,46,38
2021-3-4-22-7-12,4,46,41
2021-3-4-22-7-13,2,48,38
2021-3-4-22-7-14,3,48,36
2021-3-4-22-7-15,1,51,36
2021-3-4-22-7-16,4,51,33
2021-3-4-22-7-17,6,48,32
2021-3-4-22-7-18,7,49,31
2021-3-4-22-7-19,9,46,32
2021-3-4-22-7-20,11,43,29
2021-3-4-22-7-21,13,43,27
2021-3-4-22-7-22,16,45,27
2021-3-4-22-7-23,13,46,24
2021-3-4-22-7-24,14,46,21
2021-3-4-22-7-25,12,43,21
2021-3-4-22-7-26,9,46,24
2021-3-4-22-7-27,8,45,27
2021-3-4-22-7-28,7,42,27
2021-3-4-22-7-29,4,40,30
2021-3-4-22-7-30,7,39,31
2021-3-4-22-7-31,5,37,31
2021-3-4-22-7-32,6,40,31
2021-3-4-22-7-33,5,41,32
2021-3-4-22-7-34,2,39,35
2021-3-4-22-7-35,2,42,35
2021-3-4-22-7-36,3,45,38
2021-3-4-22-7-37,0,42,36
2021-3-4-22-7-38,2,41,39
2021-3-4-22-7-39,5,40,38
2021-3-4-22-7-40,6,40,40
2021-3-4-22-7-41,8,42,40
2021-3-4-22-7-42,9,44,38
2021-3-4-22-7-43,7,47,41
2021-3-4-22-7-44,6,47,42
2021-3-4-22-7-45,5,47,41
2021-3-4-22-7-46,8,46,43
2021-3-4-22-7-47,9,49,46
2021-3-4-22-7-48,6,52,45
2021-3-4-22-7-49,3,51,46
2021-3-4-22-7-50,6,51,48
2021-3-4-22-7-51,7,54,47
2021-3-4-22-7-52,6,55,44
2021-3-4-22-7-53,6,52,45
2021-3-4-22-7-54,5,49,44
2021-3-4-22-7-55,4,52,44
2021-3-4-22-7-56,6,51,43
2021-3-4-22-7-57,9,50,45
2021-3-4-22-7-58,12,51,45
2021-3-4-22-7-59,9,54,42
2021-3-4-22-8-0,9,51,45
2021-3-4-22-8-1,8,54,44
2021-3-4-22-8-2,5,53,46
2021-3-4-22-8-3,7,52,43
2021-3-4-22-8-4,6,49,45
2021-3-4-22-8-5,5,52,46
2021-3-4-22-8-6,8,49,49
2021-3-4-22-8-7,7,46,49
2021-3-4-22-8-8,4,43,46
2021-3-4-22-8-9,6,45,49
2021-3-4-22-8-10,5,45,47
2021-3-4-22-8-11,7,44,49
2021-3-4-22-8-12,4,42,49
2021-3-4-22-8-13,3,43,48
2021-3-4-22-8-14,3,44,47
2021-3-4-22-8-15,0,45,50
2021-3-4-22-8-16,3,43,51
2021-3-4-22-8-17,0,41,54
2021-3-4-22-8-18,3,44,52
2021-3-4-22-8-19,0,44,54
2021-3-4-22-8-20,1,43,55
2021-3-4-22-8-21,4,44,56
2021-3-4-22-8-22,1,43,54
2021-3-4-22-8-23,0,42,55
2021-3-4-22-8-24,1,39,52
2021-3-4-22-8-25,2,42,55
2021-3-4-22-8-26,1,40,53
2021-3-4-22-8-27,4,41,56
2021-3-4-22-8-28,5,38,57
2021-3-4-22-8-29,8,41,56
2021-3-4-22-8-30,5,41,54
2021-3-4-22-8-31,5,42,56
2021-3-4-22-8-32,2,42,55
2021-3-4-22-8-33,5,39,53
2021-3-4-22-8-34,3,41,52
2021-3-4-22-8-35,4,43,50
2021-3-4-22-8-36,6,40,48
2021-3-4-22-8-37,6,40,48
2021-3-4-22-8-38,4,42,50
2021-3-4-22-8-39,6,40,51
2021-3-4-22-8-40,9,39,49
2021-3-4-22-8-41,12,41,46
2021-3-4-22-8-42,13,38,48
2021-3-4-22-8-43,16,39,50
2021-3-4-22-8-44,15,40,47
2021-3-4-22-8-45,18,41,48
2021-3-4-22-8-46,17,39,49
2021-3-4-22-8-47,18,37,46
2021-3-4-22-8-48,15,35,49
2021-3-4-22-8-49,12,32,52
2021-3-4-22-8-50,9,34,52
2021-3-4-22-8-51,12,35,52
2021-3-4-22-8-52,12,33,49
2021-3-4-22-8-53,13,30,51
2021-3-4-22-8-54,11,32,48
2021-3-4-22-8-55,13,34,50
2021-3-4-22-8-56,13,35,49
2021-3-4-22-8-57,13,36,47
2021-3-4-22-8-58,16,39,45
2021-3-4-22-8-59,17,39,43
2021-3-4-22-9-0,20,41,45
2021-3-4-22-9-1,19,38,45
2021-3-4-22-9-2,22,39,43
2021-3-4-22-9-3,21,37,42
2021-3-4-22-9-4,23,34,39
2021-3-4-22-9-5,26,31,42
2021-3-4-22-9-6,25,28,45
2021-3-4-22-9-7,23,31,48
2021-3-4-22-9-8,25,29,50
2021-3-4-22-9-9,22,26,53
2021-3-4-22-9-10,20,25,54
2021-3-4-22-9-11,21,23,54
2021-3-4-22-9-12,24,22,51
2021-3-4-22-9-13,26,21,51
2021-3-4-22-9-14,26,22,52
2021-3-4-22-9-15,29,24,50
2021-3-4-22-9-16,30,23,47
2021-3-4-22-9-17,30,21,46
2021-3-4-22-9-18,29,21,45
2021-3-4-22-9-19,30,23,44
2021-3-4-22-9-20,28,21,43
2021-3-4-22-9-21,28,24,42
2021-3-4-22-9-22,30,26,43
2021-3-4-22-9-23,33,25,43
2021-3-4-22-9-24,35,23,43
2021-3-4-22-9-25,34,22,44
2021-3-4-22-9-26,31,19,47
2021-3-4-22-9-27,33,21,44
2021-3-4-22-9-28,34,23,43
2021-3-4-22-9-29,36,24,44
2021-3-4-22-9-30,38,21,47
2021-3-4-22-9-31,37,20,46
2021-3-4-22-9-32,35,22,47
2021-3-4-22-9-33,34,25,46
2021-3-4-22-9-34,32,25,47
2021-3-4-22-9-35,29,23,50
2021-3-4-22-9-36,27,26,51
2021-3-4-22-9-37,24,25,54
2021-3-4-22-9-38,27,28,52
2021-3-4-22-9-39,27,27,52
2021-3-4-22-9-40,25,24,52
2021-3-4-22-9-41,22,22,51
2021-3-4-22-9-42,19,20,51
2021-3-4-22-9-43,22,22,53
2021-3-4-22-9-44,25,24,51
2021-3-4-22-9-45,28,23,48
2021-3-4-22-9-46,28,21,49
2021-3-4-22-9-47,30,20,52
2021-3-4-22-9-48,32,18,49
2021-3-4-22-9-49,30,16,48
2021-3-4-22-9-50,33,18,45
2021-3-4-22-9-51,32,18,42
2021-3-4-22-9-52,32,20,45
2021-3-4-22-9-53,34,17,47
2021-3-4-22-9-54,31,16,49
2021-3-4-22-9-55,31,14,48
2021-3-4-22-9-56,32,12,49
2021-3-4-22-9-57,33,14,50
2021-3-4-22-9-58,34,16,52
2021-3-4-22-9-59,31,18,54
2021-3-4-22-10-0,31,19,54
2021-3-4-22-10-1,34,18,55
2021-3-4-22-10-2,33,20,56
2021-3-4-22-10-3,33,23,59
2021-3-4-22-10-4,31,26,56
2021-3-4-22-10-5,32,29,55
2021-3-4-22-10-6,34,29,56
2021-3-4-22-10-7,35,26,53
2021-3-4-22-10-8,37,28,50
2021-3-4-22-10-9,39,26,51
2021-3-4-22-10-10,39,27,50
2021-3-4-22-10-11,42,30,47
2021-3-4-22-10-12,41,29,50
2021-3-4-22-10-13,44,27,49
2021-3-4-22-10-14,47,26,51
2021-3-4-22-10-15,44,28,48
2021-3-4-22-10-16,41,28,48
2021-3-4-22-10-17,41,27,47
2021-3-4-22-10-18,43,29,50
2021-3-4-22-10-19,45,26,47
2021-3-4-22-10-20,47,26,45
2021-3-4-22-10-21,48,25,46
2021-3-4-22-10-22,48,23,46
2021-3-4-22-10-23,46,24,44
2021-3-4-22-10-24,49,25,46
2021-3-4-22-10-25,47,28,45
2021-3-4-22-10-26,45,31,46
2021-3-4-22-10-27,44,34,47
2021-3-4-22-10-28,41,37,46
2021-3-4-22-10-29,41,40,45
2021-3-4-22-10-30,40,40,44
2021-3-4-22-10-31,43,42,46
2021-3-4-22-10-32,41,41,47
2021-3-4-22-10-33,43,43,49
2021-3-4-22-10-34,43,40,49
2021-3-4-22-10-35,45,40,48
2021-3-4-22-10-36,45,40,45
2021-3-4-22-10-37,48,39,46
2021-3-4-22-10-38,48,38,49
2021-3-4-22-10-39,47,35,48
2021-3-4-22-10-40,50,37,46
2021-3-4-22-10-41,51,40,43
2021-3-4-22-10-42,49,40,41
2021-3-4-22-10-43,47,39,42
2021-3-4-22-10-44,47,37,43
2021-3-4-22-10-45,47,38,41
2021-3-4-22-10-46,50,38,42
2021-3-4-22-10-47,50,38,41
2021-3-4-22-10-48,49,37,38
2021-3-4-22-10-49,47,39,37
2021-3-4-22-10-50,47,36,38
2021-3-4-22-10-51,50,33,40
2021-3-4-22-10-52,47,35,42
2021-3-4-22-10-53,48,35,40
2021-3-4-22-10-54,49,36,43
2021-3-4-22-10-55,46,36,46
2021-3-4-22-10-56,44,38,49
2021-3-4-22-10-57,44,41,52
2021-3-4-22-10-58,47,43,51
2021-3-4-22-10-59,49,42,49
2021-3-4-22-11-0,51,45,49
2021-3-4-22-11-1,52,44,46
2021-3-4-22-11-2,49,41,48
2021-3-4-22-11-3,49,44,48
2021-3-4-22-11-4,52,44,47
2021-3-4-22-11-5,53,45,44
2021-3-4-22-11-6,55,46,47
2021-3-4-22-11-7,55,46,46
2021-3-4-22-11-8,52,45,43
2021-3-4-22-11-9,52,46,42
2021-3-4-22-11-10,54,47,41
2021-3-4-22-11-11,53,47,41
2021-3-4-22-11-12,51,50,41
2021-3-4-22-11-13,51,53,41
2021-3-4-22-11-14,48,53,44
2021-3-4-22-11-15,45,50,41
2021-3-4-22-11-16,46,51,41
2021-3-4-22-11-17,45,54,43
2021-3-4-22-11-18,47,52,44
2021-3-4-22-11-19,44,52,43
2021-3-4-22-11-20,44,49,43
2021-3-4-22-11-21,45,51,41
2021-3-4-22-11-22,43,53,41
2021-3-4-22-11-23,41,56,43
2021-3-4-22-11-24,39,54,40
2021-3-4-22-11-25,37,57,39
2021-3-4-22-11-26,36,60,39
2021-3-4-22-11-27,36,62,40
2021-3-4-22-11-28,36,62,40
2021-3-4-22-11-29,33,64,38
2021-3-4-22-11-30,36,65,38
2021-3-4-22-11-31,35,67,38
2021-3-4-22-11-32,33,69,40
2021-3-4-22-11-33,35,68,38
2021-3-4-22-11-34,35,65,39
2021-3-4-22-11-35,33,63,37
2021-3-4-22-11-36,34,60,34
2021-3-4-22-11-37,35,60,34
2021-3-4-22-11-38,34,63,34
2021-3-4-22-11-39,31,60,35
2021-3-4-22-11-40,34,63,38
2021-3-4-22-11-41,31,64,35
2021-3-4-22-11-42,29,61,36
2021-3-4-22-11-43,30,61,33
2021-3-4-22-11-44,33,63,31
2021-3-4-22-11-45,34,64,33
2021-3-4-22-11-46,33,62,35
2021-3-4-22-11-47,36,65,32
2021-3-4-22-11-48,37,62,32
2021-3-4-22-11-49,35,62,33
2021-3-4-22-11-50,37,62,32
2021-3-4-22-11-51,39,65,33
2021-3-4-22-11-52,36,64,32
2021-3-4-22-11-53,35,66,34
2021-3-4-22-11-54,34,69,37
2021-3-4-22-11-55,36,66,38
2021-3-4-22-11-56,36,64,36
2021-3-4-22-11-57,37,64,38
2021-3-4-22-11-58,40,62,37
2021-3-4-22-11-59,38,63,35
2021-3-4-22-12-0,40,66,38
2021-3-4-22-12-1,39,66,37
2021-3-4-22-12-2,40,67,40
2021-3-4-22-12-3,38,66,43
2021-3-4-22-12-4,39,69,45
2021-3-4-22-12-5,38,70,44
2021-3-4-22-12-6,39,73,43
2021-3-4-22-12-7,38,75,40
2021-3-4-22-12-8,35,75,42
2021-3-4-22-12-9,33,75,44
2021-3-4-22-12-10,35,77,42
2021-3-4-22-12-11,36,78,41
2021-3-4-22-12-12,37,79,39
2021-3-4-22-12-13,40,81,40
2021-3-4-22-12-14,40,81,38
2021-3-4-22-12-15,43,78,38
2021-3-4-22-12-16,40,78,36
2021-3-4-22-12-17,40,75,36
2021-3-4-22-12-18,43,77,39
2021-3-4-22-12-19,46,79,39
2021-3-4-22-12-20,44,79,38
2021-3-4-22-12-21,41,77,37
2021-3-4-22-12-22,42,78,35
2021-3-4-22-12-23,44,75,36
2021-3-4-22-12-24,42,74,34
2021-3-4-22-12-25,42,76,32
2021-3-4-22-12-26,43,76,34
2021-3-4-22-12-27,42,77,36
2021-3-4-22-12-28,40,80,33
2021-3-4-22-12-29,37,77,30
2021-3-4-22-12-30,37,77,33
2021-3-4-22-12-31,38,79,36
2021-3-4-22-12-32,36,80,38
2021-3-4-22-12-33,33,79,35
2021-3-4-22-12-34,35,82,37
2021-3-4-22-12-35,34,84,38
2021-3-4-22-12-36,31,86,40
2021-3-4-22-12-37,30,85,40
2021-3-4-22-12-38,32,84,38
2021-3-4-22-12-39,29,84,35
2021-3-4-22-12-40,31,84,37
2021-3-4-22-12-41,31,81,34
2021-3-4-22-12-42,32,78,31
2021-3-4-22-12-43,33,79,28
2021-3-4-22-12-44,35,77,30
2021-3-4-22-12-45,32,80,32
2021-3-4-22-12-46,31,82,32
2021-3-4-22-12-47,30,85,35
2021-3-4-22-12-48,30,86,36
2021-3-4-22-12-49,29,86,36
2021-3-4-22-12-50,27,85,36
2021-3-4-22-12-51,24,84,39
2021-3-4-22-12-52,21,84,39
2021-3-4-22-12-53,21,84,40
2021-3-4-22-12-54,19,81,37
2021-3-4-22-12-55,18,81,37
2021-3-4-22-12-56,17,79,39
2021-3-4-22-12-57,15,79,37
2021-3-4-22-12-58,12,79,34
2021-3-4-22-12-59,12,79,35
2021-3-4-22-13-0,10,76,36
2021-3-4-22-13-1,7,74,36
2021-3-4-22-13-2,10,75,34
2021-3-4-22-13-3,7,74,33
2021-3-4-22-13-4,8,76,35
2021-3-4-22-13-5,10,79,37
2021-3-4-22-13-6,12,79,39
2021-3-4-22-13-7,10,78,39
2021-3-4-22-13-8,7,77,40
2021-3-4-22-13-9,5,78,43
2021-3-4-22-13-10,5,76,42
2021-3-4-22-13-11,6,77,43
2021-3-4-22-13-12,6,75,46
2021-3-4-22-13-13,4,75,44
2021-3-4-22-13-14,6,76,47
2021-3-4-22-13-15,5,77,48
2021-3-4-22-13-16,7,79,49
2021-3-4-22-13-17,7,78,46
2021-3-4-22-13-18,7,77,48
2021-3-4-22-13-19,8,77,45
2021-3-4-22-13-20,5,76,44
